patterns,Condition,StrategyLabel
"[{""pattern"": [""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 656.933128 349""}, {""pattern"": [""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 639.797458 285""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 595.384616 309""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 565.986259 253""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 565.707892 265""}, {""pattern"": [""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 543.861067 271""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 484.607301 223""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.079848 483.720417 242""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 471.503982 235""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 441.298704 215""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 438.308762 171""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 437.636644 253""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 413.601162 116""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.049869 401.215192 181""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 400.933648 165""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 397.554384 137""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 374.093241 199""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 369.312307 192""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 361.982153 175""}, {""pattern"": [""trgt"", ""trgt""], ""other_info"": ""0.000000 353.757914 403""}, {""pattern"": [""comp"", ""comp""], ""other_info"": ""0.000000 352.981297 292""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 352.082902 124""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 343.914098 135""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 328.103903 136""}, {""pattern"": [""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 320.144920 225""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 306.882501 123""}, {""pattern"": [""dist"", ""dist""], ""other_info"": ""0.000000 305.534371 291""}, {""pattern"": [""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 302.609229 176""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 296.067444 155""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 295.556349 146""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 292.526934 94""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 289.718965 140""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 287.822408 154""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 284.693258 171""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 282.410824 98""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 282.004264 94""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 279.508088 112""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 274.556889 120""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 244.951812 118""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 240.481748 99""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 221.632486 331""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 217.859650 104""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 213.354053 109""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 208.110531 66""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 206.456595 76""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 201.840275 122""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 184.683927 93""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 180.771072 87""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 175.332704 89""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 164.394829 82""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 161.397574 79""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 135.510631 87""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 130.902514 480""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 129.071166 52""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 126.921328 70""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 113.680602 55""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 101.602657 57""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 100.890489 82""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 93.517785 48""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 91.351570 58""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 68.571229 41""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 66.750527 535""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""trgt"", ""dist""], ""other_info"": ""0.284553 53.321024 22""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 45.440091 79""}, {""pattern"": [""dist"", ""dist"", ""av_msgs"", ""dist"", ""av_msgs""], ""other_info"": ""0.073684 43.866654 22""}, {""pattern"": [""dist"", ""comp"", ""dist"", ""comp"", ""comp"", ""comp"", ""dist"", ""comp"", ""dist"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.300353 33.384663 18""}, {""pattern"": [""dist"", ""comp"", ""dist"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.174757 32.975822 17""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.001095 26.361081 304""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""trgt"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.318182 18.433975 9""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 14.407397 53""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 12.181480 262""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""trgt"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.316239 6.499309 10""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""av_msgs"", ""trgt""], ""other_info"": ""0.000000 -3.129117 28""}]",complex,2
"[{""pattern"": [""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 179.498783 102""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 178.320696 203""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 161.547813 135""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 161.146238 94""}, {""pattern"": [""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 151.867946 101""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 146.774813 80""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 145.477152 102""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 141.503349 61""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 138.119680 64""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 132.511798 71""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 129.944270 85""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 125.635763 87""}, {""pattern"": [""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 118.020578 65""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.000000 115.207023 171""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 103.972565 84""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.022624 96.517548 36""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 91.411033 83""}, {""pattern"": [""trgt"", ""trgt""], ""other_info"": ""0.000000 90.943976 114""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.003451 90.228521 77""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 87.847285 35""}, {""pattern"": [""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 85.069282 70""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 81.289560 41""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 81.285739 32""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 78.889517 57""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 69.310821 39""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 68.646753 60""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.003867 68.064021 161""}, {""pattern"": [""dist"", ""dist""], ""other_info"": ""0.000000 67.354162 79""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 58.365346 185""}, {""pattern"": [""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 54.028934 51""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 50.486342 41""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 47.627445 47""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 46.556282 32""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.004662 45.460782 61""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.004988 41.425848 57""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 39.340447 32""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 34.808344 42""}, {""pattern"": [""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs"", ""av_msgs""], ""other_info"": ""0.000000 34.806016 112""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp""], ""other_info"": ""0.000000 34.176996 34""}, {""pattern"": [""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist"", ""dist""], ""other_info"": ""0.075145 32.906680 40""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 28.439350 30""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.002058 24.524785 97""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.000000 23.840456 48""}, {""pattern"": [""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""comp"", ""trgt"", ""comp"", ""comp""], ""other_info"": ""0.000000 23.464133 11""}, {""pattern"": [""comp"", ""comp""], ""other_info"": ""0.000000 18.230539 88""}, {""pattern"": [""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg"", ""sent_msg""], ""other_info"": ""0.002247 12.756272 37""}, {""pattern"": [""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt"", ""trgt""], ""other_info"": ""0.000000 9.025406 125""}]",complex,1
