Subject,Trial,Condition,MsgType,TrgtPos,Time,AOI
iza_test3_11february,0,unambiguous,shape,0,6860,dist
iza_test3_11february,0,unambiguous,shape,0,6886,dist
iza_test3_11february,0,unambiguous,shape,0,6963,dist
iza_test3_11february,0,unambiguous,shape,0,6983,dist
iza_test3_11february,0,unambiguous,shape,0,7062,dist
iza_test3_11february,0,unambiguous,shape,0,7079,dist
iza_test3_11february,0,unambiguous,shape,0,7159,comp
iza_test3_11february,0,unambiguous,shape,0,7177,dist
iza_test3_11february,0,unambiguous,shape,0,7254,comp
iza_test3_11february,0,unambiguous,shape,0,7283,comp
iza_test3_11february,0,unambiguous,shape,0,7348,trgt
iza_test3_11february,0,unambiguous,shape,0,7377,comp
iza_test3_11february,0,unambiguous,shape,0,7439,trgt
iza_test3_11february,0,unambiguous,shape,0,7474,comp
iza_test3_11february,0,unambiguous,shape,0,7529,trgt
iza_test3_11february,0,unambiguous,shape,0,7580,comp
iza_test3_11february,0,unambiguous,shape,0,7587,trgt
iza_test3_11february,0,unambiguous,shape,0,7653,trgt
iza_test3_11february,0,unambiguous,shape,0,7684,sent_msg
iza_test3_11february,0,unambiguous,shape,0,7701,trgt
iza_test3_11february,0,unambiguous,shape,0,7766,trgt
iza_test3_11february,0,unambiguous,shape,0,7771,sent_msg
iza_test3_11february,0,unambiguous,shape,0,7826,trgt
iza_test3_11february,0,unambiguous,shape,0,7857,sent_msg
iza_test3_11february,0,unambiguous,shape,0,7881,trgt
iza_test3_11february,0,unambiguous,shape,0,7935,trgt
iza_test3_11february,0,unambiguous,shape,0,7948,sent_msg
iza_test3_11february,0,unambiguous,shape,0,7989,trgt
iza_test3_11february,0,unambiguous,shape,0,8033,sent_msg
iza_test3_11february,0,unambiguous,shape,0,8038,trgt
iza_test3_11february,0,unambiguous,shape,0,8098,trgt
iza_test3_11february,0,unambiguous,shape,0,8124,sent_msg
iza_test3_11february,0,unambiguous,shape,0,8150,trgt
iza_test3_11february,0,unambiguous,shape,0,8208,trgt
iza_test3_11february,0,unambiguous,shape,0,8210,sent_msg
iza_test3_11february,0,unambiguous,shape,0,8265,trgt
iza_test3_11february,0,unambiguous,shape,0,8293,non_aoi
iza_test3_11february,0,unambiguous,shape,0,8321,non_aoi
iza_test3_11february,0,unambiguous,shape,0,8375,non_aoi
iza_test3_11february,0,unambiguous,shape,0,8382,dist
iza_test3_11february,0,unambiguous,shape,0,8428,sent_msg
iza_test3_11february,0,unambiguous,shape,0,8468,dist
iza_test3_11february,0,unambiguous,shape,0,8479,comp
iza_test3_11february,0,unambiguous,shape,0,8557,comp
iza_test3_11february,0,unambiguous,shape,0,8572,comp
iza_test3_11february,0,unambiguous,shape,0,8645,comp
iza_test3_11february,0,unambiguous,shape,0,8665,dist
iza_test3_11february,0,unambiguous,shape,0,8734,comp
iza_test3_11february,0,unambiguous,shape,0,8757,dist
iza_test3_11february,0,unambiguous,shape,0,8823,comp
iza_test3_11february,0,unambiguous,shape,0,8845,dist
iza_test3_11february,0,unambiguous,shape,0,8915,trgt
iza_test3_11february,0,unambiguous,shape,0,8940,dist
iza_test3_11february,0,unambiguous,shape,0,9003,comp
iza_test3_11february,0,unambiguous,shape,0,9027,dist
iza_test3_11february,0,unambiguous,shape,0,9090,comp
iza_test3_11february,0,unambiguous,shape,0,9115,dist
iza_test3_11february,0,unambiguous,shape,0,9183,comp
iza_test3_11february,0,unambiguous,shape,0,9200,dist
iza_test3_11february,0,unambiguous,shape,0,9271,comp
iza_test3_11february,0,unambiguous,shape,0,9292,dist
iza_test3_11february,0,unambiguous,shape,0,9363,comp
iza_test3_11february,0,unambiguous,shape,0,9381,dist
iza_test3_11february,0,unambiguous,shape,0,9472,non_aoi
iza_test3_11february,0,unambiguous,shape,0,9502,comp
iza_test3_11february,0,unambiguous,shape,0,9562,dist
iza_test3_11february,0,unambiguous,shape,0,9597,dist
iza_test3_11february,0,unambiguous,shape,0,9700,dist
iza_test3_11february,0,unambiguous,shape,0,9802,dist
iza_test3_11february,0,unambiguous,shape,0,9901,dist
iza_test3_11february,0,unambiguous,shape,0,10003,comp
iza_test3_11february,0,unambiguous,shape,0,10106,comp
iza_test3_11february,0,unambiguous,shape,0,10208,comp
iza_test3_11february,0,unambiguous,shape,0,10312,trgt
iza_test3_11february,0,unambiguous,shape,0,10417,comp
iza_test3_11february,0,unambiguous,shape,0,10518,comp
iza_test3_11february,0,unambiguous,shape,0,10616,available_msgs
iza_test3_11february,0,unambiguous,shape,0,10716,available_msgs
iza_test3_11february,0,unambiguous,shape,0,10807,comp
iza_test3_11february,0,unambiguous,shape,0,10901,available_msgs
iza_test3_11february,0,unambiguous,shape,0,11001,comp
iza_test3_11february,0,unambiguous,shape,0,11094,available_msgs
iza_test3_11february,0,unambiguous,shape,0,11184,available_msgs
iza_test3_11february,0,unambiguous,shape,0,11272,available_msgs
iza_test3_11february,0,unambiguous,shape,0,11360,available_msgs
iza_test3_11february,0,unambiguous,shape,0,11449,available_msgs
iza_test3_11february,0,unambiguous,shape,0,11536,available_msgs
iza_test3_11february,0,unambiguous,shape,0,11633,available_msgs
iza_test3_11february,0,unambiguous,shape,0,11719,available_msgs
iza_test3_11february,0,unambiguous,shape,0,11804,available_msgs
iza_test3_11february,0,unambiguous,shape,0,11890,available_msgs
iza_test3_11february,0,unambiguous,shape,0,11978,available_msgs
iza_test3_11february,0,unambiguous,shape,0,12064,available_msgs
iza_test3_11february,0,unambiguous,shape,0,12155,available_msgs
iza_test3_11february,0,unambiguous,shape,0,12264,available_msgs
iza_test3_11february,0,unambiguous,shape,0,12350,available_msgs
iza_test3_11february,0,unambiguous,shape,0,12435,available_msgs
iza_test3_11february,0,unambiguous,shape,0,12531,comp
iza_test3_11february,0,unambiguous,shape,0,12621,comp
iza_test3_11february,0,unambiguous,shape,0,12710,comp
iza_test3_11february,0,unambiguous,shape,0,12796,available_msgs
iza_test3_11february,0,unambiguous,shape,0,12884,non_aoi
iza_test3_11february,0,unambiguous,shape,0,12969,non_aoi
iza_test3_11february,0,unambiguous,shape,0,13056,non_aoi
iza_test3_11february,0,unambiguous,shape,0,13154,non_aoi
iza_test3_11february,0,unambiguous,shape,0,13244,non_aoi
iza_test3_11february,0,unambiguous,shape,0,13335,non_aoi
iza_test3_11february,0,unambiguous,shape,0,13422,dist
iza_test3_11february,0,unambiguous,shape,0,13518,dist
iza_test3_11february,0,unambiguous,shape,0,13606,dist
iza_test3_11february,0,unambiguous,shape,0,13697,dist
iza_test3_11february,0,unambiguous,shape,0,13788,dist
iza_test3_11february,0,unambiguous,shape,0,13876,non_aoi
iza_test3_11february,0,unambiguous,shape,0,13963,dist
iza_test3_11february,0,unambiguous,shape,0,14050,dist
iza_test3_11february,0,unambiguous,shape,0,14138,dist
iza_test3_11february,0,unambiguous,shape,0,14226,dist
iza_test3_11february,0,unambiguous,shape,0,14323,dist
iza_test3_11february,0,unambiguous,shape,0,14419,dist
iza_test3_11february,0,unambiguous,shape,0,14508,non_aoi
iza_test3_11february,0,unambiguous,shape,0,14600,non_aoi
iza_test3_11february,0,unambiguous,shape,0,14705,non_aoi
iza_test3_11february,0,unambiguous,shape,0,14796,non_aoi
iza_test3_11february,0,unambiguous,shape,0,14885,non_aoi
iza_test3_11february,0,unambiguous,shape,0,14974,non_aoi
iza_test3_11february,0,unambiguous,shape,0,15070,non_aoi
iza_test3_11february,0,unambiguous,shape,0,15171,available_msgs
iza_test3_11february,0,unambiguous,shape,0,15270,available_msgs
iza_test3_11february,0,unambiguous,shape,0,15356,available_msgs
iza_test3_11february,0,unambiguous,shape,0,15447,comp
iza_test3_11february,0,unambiguous,shape,0,15541,comp
iza_test3_11february,0,unambiguous,shape,0,15628,comp
iza_test3_11february,0,unambiguous,shape,0,15714,comp
iza_test3_11february,0,unambiguous,shape,0,15807,comp
iza_test3_11february,0,unambiguous,shape,0,15896,comp
iza_test3_11february,1,unambiguous,color,0,6883,non_aoi
iza_test3_11february,1,unambiguous,color,0,7020,sent_msg
iza_test3_11february,1,unambiguous,color,0,7141,sent_msg
iza_test3_11february,1,unambiguous,color,0,7263,sent_msg
iza_test3_11february,1,unambiguous,color,0,7373,sent_msg
iza_test3_11february,1,unambiguous,color,0,7490,sent_msg
iza_test3_11february,1,unambiguous,color,0,7596,sent_msg
iza_test3_11february,1,unambiguous,color,0,7701,sent_msg
iza_test3_11february,1,unambiguous,color,0,7803,sent_msg
iza_test3_11february,1,unambiguous,color,0,7912,sent_msg
iza_test3_11february,1,unambiguous,color,0,8019,non_aoi
iza_test3_11february,1,unambiguous,color,0,8138,sent_msg
iza_test3_11february,1,unambiguous,color,0,8250,sent_msg
iza_test3_11february,1,unambiguous,color,0,8364,sent_msg
iza_test3_11february,1,unambiguous,color,0,8477,non_aoi
iza_test3_11february,1,unambiguous,color,0,8593,non_aoi
iza_test3_11february,1,unambiguous,color,0,8713,dist
iza_test3_11february,1,unambiguous,color,0,8836,dist
iza_test3_11february,1,unambiguous,color,0,8945,dist
iza_test3_11february,1,unambiguous,color,0,9054,dist
iza_test3_11february,1,unambiguous,color,0,9171,dist
iza_test3_11february,1,unambiguous,color,0,9286,dist
iza_test3_11february,1,unambiguous,color,0,9394,comp
iza_test3_11february,1,unambiguous,color,0,9507,available_msgs
iza_test3_11february,1,unambiguous,color,0,9625,available_msgs
iza_test3_11february,1,unambiguous,color,0,9743,comp
iza_test3_11february,2,complex,color,2,6885,non_aoi
iza_test3_11february,2,complex,color,2,7023,non_aoi
iza_test3_11february,2,complex,color,2,7153,non_aoi
iza_test3_11february,2,complex,color,2,7281,non_aoi
iza_test3_11february,2,complex,color,2,7405,non_aoi
iza_test3_11february,2,complex,color,2,7534,non_aoi
iza_test3_11february,2,complex,color,2,7663,non_aoi
iza_test3_11february,2,complex,color,2,7794,non_aoi
iza_test3_11february,2,complex,color,2,7922,non_aoi
iza_test3_11february,2,complex,color,2,8048,trgt
iza_test3_11february,2,complex,color,2,8186,trgt
iza_test3_11february,2,complex,color,2,8329,comp
iza_test3_11february,2,complex,color,2,8464,trgt
iza_test3_11february,2,complex,color,2,8599,trgt
iza_test3_11february,2,complex,color,2,8753,trgt
iza_test3_11february,2,complex,color,2,8893,non_aoi
iza_test3_11february,2,complex,color,2,9028,trgt
iza_test3_11february,2,complex,color,2,9161,comp
iza_test3_11february,2,complex,color,2,9302,sent_msg
iza_test3_11february,2,complex,color,2,9442,dist
iza_test3_11february,2,complex,color,2,9588,comp
iza_test3_11february,2,complex,color,2,9742,dist
iza_test3_11february,2,complex,color,2,9890,sent_msg
iza_test3_11february,2,complex,color,2,10045,available_msgs
iza_test3_11february,2,complex,color,2,10214,available_msgs
iza_test3_11february,2,complex,color,2,10374,available_msgs
iza_test3_11february,2,complex,color,2,10532,available_msgs
iza_test3_11february,2,complex,color,2,10687,available_msgs
iza_test3_11february,2,complex,color,2,10847,available_msgs
iza_test3_11february,2,complex,color,2,11011,available_msgs
iza_test3_11february,2,complex,color,2,11163,comp
iza_test3_11february,2,complex,color,2,11316,comp
iza_test3_11february,2,complex,color,2,11470,dist
iza_test3_11february,2,complex,color,2,11641,comp
iza_test3_11february,2,complex,color,2,11789,non_aoi
iza_test3_11february,2,complex,color,2,11935,comp
iza_test3_11february,2,complex,color,2,12075,trgt
iza_test3_11february,2,complex,color,2,12205,trgt
iza_test3_11february,2,complex,color,2,12329,comp
iza_test3_11february,2,complex,color,2,12451,dist
iza_test3_11february,2,complex,color,2,12571,comp
iza_test3_11february,2,complex,color,2,12693,dist
iza_test3_11february,2,complex,color,2,12815,dist
iza_test3_11february,2,complex,color,2,12942,comp
iza_test3_11february,2,complex,color,2,13073,comp
iza_test3_11february,2,complex,color,2,13198,trgt
iza_test3_11february,2,complex,color,2,13321,trgt
iza_test3_11february,2,complex,color,2,13446,trgt
iza_test3_11february,2,complex,color,2,13569,trgt
iza_test3_11february,2,complex,color,2,13694,comp
iza_test3_11february,2,complex,color,2,13816,comp
iza_test3_11february,2,complex,color,2,13941,comp
iza_test3_11february,2,complex,color,2,14066,available_msgs
iza_test3_11february,2,complex,color,2,14192,non_aoi
iza_test3_11february,2,complex,color,2,14318,available_msgs
iza_test3_11february,2,complex,color,2,14445,non_aoi
iza_test3_11february,2,complex,color,2,14570,non_aoi
iza_test3_11february,2,complex,color,2,14694,non_aoi
iza_test3_11february,2,complex,color,2,14823,non_aoi
iza_test3_11february,2,complex,color,2,14963,non_aoi
iza_test3_11february,2,complex,color,2,15081,available_msgs
iza_test3_11february,2,complex,color,2,15201,available_msgs
iza_test3_11february,2,complex,color,2,15320,non_aoi
iza_test3_11february,2,complex,color,2,15449,non_aoi
iza_test3_11february,2,complex,color,2,15575,non_aoi
iza_test3_11february,2,complex,color,2,15702,dist
iza_test3_11february,2,complex,color,2,15839,non_aoi
iza_test3_11february,2,complex,color,2,15963,non_aoi
iza_test3_11february,2,complex,color,2,16091,dist
iza_test3_11february,2,complex,color,2,16217,non_aoi
iza_test3_11february,2,complex,color,2,16344,dist
iza_test3_11february,2,complex,color,2,16466,dist
iza_test3_11february,2,complex,color,2,16592,dist
iza_test3_11february,2,complex,color,2,16715,dist
iza_test3_11february,2,complex,color,2,16837,dist
iza_test3_11february,2,complex,color,2,16969,dist
iza_test3_11february,3,complex,color,0,6883,non_aoi
iza_test3_11february,3,complex,color,0,7041,non_aoi
iza_test3_11february,3,complex,color,0,7195,non_aoi
iza_test3_11february,3,complex,color,0,7344,non_aoi
iza_test3_11february,3,complex,color,0,7408,sent_msg
iza_test3_11february,3,complex,color,0,7506,sent_msg
iza_test3_11february,3,complex,color,0,7572,sent_msg
iza_test3_11february,3,complex,color,0,7646,sent_msg
iza_test3_11february,3,complex,color,0,7728,sent_msg
iza_test3_11february,3,complex,color,0,7805,sent_msg
iza_test3_11february,3,complex,color,0,7876,sent_msg
iza_test3_11february,3,complex,color,0,7949,sent_msg
iza_test3_11february,3,complex,color,0,8023,dist
iza_test3_11february,3,complex,color,0,8172,comp
iza_test3_11february,3,complex,color,0,8325,comp
iza_test3_11february,3,complex,color,0,8383,comp
iza_test3_11february,3,complex,color,0,8459,comp
iza_test3_11february,3,complex,color,0,8526,comp
iza_test3_11february,3,complex,color,0,8609,comp
iza_test3_11february,3,complex,color,0,8688,dist
iza_test3_11february,3,complex,color,0,8773,dist
iza_test3_11february,3,complex,color,0,8851,dist
iza_test3_11february,3,complex,color,0,8926,dist
iza_test3_11february,3,complex,color,0,9002,dist
iza_test3_11february,3,complex,color,0,9156,trgt
iza_test3_11february,3,complex,color,0,9302,dist
iza_test3_11february,3,complex,color,0,9449,dist
iza_test3_11february,3,complex,color,0,9596,dist
iza_test3_11february,3,complex,color,0,9743,dist
iza_test3_11february,3,complex,color,0,9890,dist
iza_test3_11february,3,complex,color,0,10033,dist
iza_test3_11february,3,complex,color,0,10180,dist
iza_test3_11february,3,complex,color,0,10329,dist
iza_test3_11february,3,complex,color,0,10485,dist
iza_test3_11february,3,complex,color,0,10657,comp
iza_test3_11february,3,complex,color,0,10799,comp
iza_test3_11february,3,complex,color,0,10955,comp
iza_test3_11february,3,complex,color,0,11106,comp
iza_test3_11february,3,complex,color,0,11259,comp
iza_test3_11february,3,complex,color,0,11418,comp
iza_test3_11february,3,complex,color,0,11603,comp
iza_test3_11february,3,complex,color,0,11807,dist
iza_test3_11february,3,complex,color,0,11982,dist
iza_test3_11february,3,complex,color,0,12152,dist
iza_test3_11february,3,complex,color,0,12321,trgt
iza_test3_11february,3,complex,color,0,12488,trgt
iza_test3_11february,3,complex,color,0,12654,trgt
iza_test3_11february,4,complex,shape,2,6884,sent_msg
iza_test3_11february,4,complex,shape,2,7066,sent_msg
iza_test3_11february,4,complex,shape,2,7245,sent_msg
iza_test3_11february,4,complex,shape,2,7415,sent_msg
iza_test3_11february,4,complex,shape,2,7592,sent_msg
iza_test3_11february,4,complex,shape,2,7769,sent_msg
iza_test3_11february,4,complex,shape,2,7948,comp
iza_test3_11february,4,complex,shape,2,8132,comp
iza_test3_11february,4,complex,shape,2,8321,comp
iza_test3_11february,4,complex,shape,2,8505,comp
iza_test3_11february,4,complex,shape,2,8688,comp
iza_test3_11february,4,complex,shape,2,8868,comp
iza_test3_11february,4,complex,shape,2,9043,available_msgs
iza_test3_11february,4,complex,shape,2,9216,available_msgs
iza_test3_11february,4,complex,shape,2,9385,available_msgs
iza_test3_11february,4,complex,shape,2,9553,available_msgs
iza_test3_11february,4,complex,shape,2,9723,available_msgs
iza_test3_11february,4,complex,shape,2,9902,available_msgs
iza_test3_11february,4,complex,shape,2,10071,available_msgs
iza_test3_11february,4,complex,shape,2,10244,available_msgs
iza_test3_11february,4,complex,shape,2,10409,available_msgs
iza_test3_11february,4,complex,shape,2,10579,comp
iza_test3_11february,4,complex,shape,2,10748,available_msgs
iza_test3_11february,4,complex,shape,2,10917,comp
iza_test3_11february,4,complex,shape,2,11087,comp
iza_test3_11february,4,complex,shape,2,11253,comp
iza_test3_11february,4,complex,shape,2,11427,comp
iza_test3_11february,4,complex,shape,2,11595,comp
iza_test3_11february,4,complex,shape,2,11766,comp
iza_test3_11february,4,complex,shape,2,11939,comp
iza_test3_11february,4,complex,shape,2,12109,comp
iza_test3_11february,4,complex,shape,2,12282,available_msgs
iza_test3_11february,4,complex,shape,2,12456,comp
iza_test3_11february,4,complex,shape,2,12637,comp
iza_test3_11february,4,complex,shape,2,12821,comp
iza_test3_11february,4,complex,shape,2,13006,comp
iza_test3_11february,4,complex,shape,2,13187,comp
iza_test3_11february,4,complex,shape,2,13362,comp
iza_test3_11february,4,complex,shape,2,13538,comp
iza_test3_11february,4,complex,shape,2,13713,comp
iza_test3_11february,4,complex,shape,2,13887,comp
iza_test3_11february,4,complex,shape,2,14060,comp
iza_test3_11february,4,complex,shape,2,14235,available_msgs
iza_test3_11february,4,complex,shape,2,14410,available_msgs
iza_test3_11february,4,complex,shape,2,14578,available_msgs
iza_test3_11february,4,complex,shape,2,14747,comp
iza_test3_11february,4,complex,shape,2,14913,comp
iza_test3_11february,4,complex,shape,2,15081,comp
iza_test3_11february,4,complex,shape,2,15251,comp
iza_test3_11february,4,complex,shape,2,15417,comp
iza_test3_11february,4,complex,shape,2,15583,comp
iza_test3_11february,4,complex,shape,2,15755,comp
iza_test3_11february,4,complex,shape,2,15927,comp
iza_test3_11february,4,complex,shape,2,16091,comp
iza_test3_11february,4,complex,shape,2,16259,comp
iza_test3_11february,4,complex,shape,2,16430,comp
iza_test3_11february,4,complex,shape,2,16612,comp
iza_test3_11february,4,complex,shape,2,16795,comp
iza_test3_11february,4,complex,shape,2,16971,comp
iza_test3_11february,4,complex,shape,2,17152,available_msgs
iza_test3_11february,4,complex,shape,2,17334,available_msgs
iza_test3_11february,4,complex,shape,2,17508,available_msgs
iza_test3_11february,4,complex,shape,2,17677,available_msgs
iza_test3_11february,4,complex,shape,2,17844,available_msgs
iza_test3_11february,4,complex,shape,2,18014,available_msgs
iza_test3_11february,4,complex,shape,2,18187,available_msgs
iza_test3_11february,4,complex,shape,2,18359,available_msgs
iza_test3_11february,4,complex,shape,2,18534,comp
iza_test3_11february,4,complex,shape,2,18716,comp
iza_test3_11february,4,complex,shape,2,18963,comp
iza_test3_11february,4,complex,shape,2,19163,comp
iza_test3_11february,4,complex,shape,2,19351,comp
iza_test3_11february,4,complex,shape,2,19535,comp
iza_test3_11february,4,complex,shape,2,19708,comp
iza_test3_11february,4,complex,shape,2,19880,comp
iza_test3_11february,4,complex,shape,2,20049,comp
iza_test3_11february,4,complex,shape,2,20220,comp
iza_test3_11february,5,simple,shape,2,6885,non_aoi
iza_test3_11february,5,simple,shape,2,6961,non_aoi
iza_test3_11february,5,simple,shape,2,7052,non_aoi
iza_test3_11february,5,simple,shape,2,7167,non_aoi
iza_test3_11february,5,simple,shape,2,7262,non_aoi
iza_test3_11february,5,simple,shape,2,7358,sent_msg
iza_test3_11february,5,simple,shape,2,7451,sent_msg
iza_test3_11february,5,simple,shape,2,7540,sent_msg
iza_test3_11february,5,simple,shape,2,7631,sent_msg
iza_test3_11february,5,simple,shape,2,7844,sent_msg
iza_test3_11february,5,simple,shape,2,8059,sent_msg
iza_test3_11february,5,simple,shape,2,8295,comp
iza_test3_11february,5,simple,shape,2,8556,comp
iza_test3_11february,5,simple,shape,2,8842,comp
iza_test3_11february,5,simple,shape,2,9091,comp
iza_test3_11february,5,simple,shape,2,9342,comp
iza_test3_11february,5,simple,shape,2,9595,comp
iza_test3_11february,5,simple,shape,2,9868,comp
iza_test3_11february,5,simple,shape,2,10161,comp
iza_test3_11february,6,unambiguous,shape,0,6884,sent_msg
iza_test3_11february,6,unambiguous,shape,0,7112,sent_msg
iza_test3_11february,6,unambiguous,shape,0,7337,sent_msg
iza_test3_11february,6,unambiguous,shape,0,7557,sent_msg
iza_test3_11february,6,unambiguous,shape,0,7779,sent_msg
iza_test3_11february,6,unambiguous,shape,0,7995,sent_msg
iza_test3_11february,6,unambiguous,shape,0,8219,sent_msg
iza_test3_11february,6,unambiguous,shape,0,8441,sent_msg
iza_test3_11february,6,unambiguous,shape,0,8669,sent_msg
iza_test3_11february,6,unambiguous,shape,0,8899,sent_msg
iza_test3_11february,6,unambiguous,shape,0,9130,dist
iza_test3_11february,6,unambiguous,shape,0,9354,dist
iza_test3_11february,6,unambiguous,shape,0,9579,dist
iza_test3_11february,6,unambiguous,shape,0,9809,dist
iza_test3_11february,6,unambiguous,shape,0,10034,dist
iza_test3_11february,6,unambiguous,shape,0,10260,dist
iza_test3_11february,6,unambiguous,shape,0,10477,available_msgs
iza_test3_11february,6,unambiguous,shape,0,10695,dist
iza_test3_11february,6,unambiguous,shape,0,10910,dist
iza_test3_11february,6,unambiguous,shape,0,11131,dist
iza_test3_11february,7,complex,shape,0,6849,sent_msg
iza_test3_11february,7,complex,shape,0,7114,sent_msg
iza_test3_11february,7,complex,shape,0,7352,sent_msg
iza_test3_11february,7,complex,shape,0,7620,sent_msg
iza_test3_11february,7,complex,shape,0,7866,sent_msg
iza_test3_11february,7,complex,shape,0,8109,sent_msg
iza_test3_11february,7,complex,shape,0,8358,sent_msg
iza_test3_11february,7,complex,shape,0,8614,sent_msg
iza_test3_11february,7,complex,shape,0,8870,sent_msg
iza_test3_11february,7,complex,shape,0,9113,dist
iza_test3_11february,7,complex,shape,0,9357,dist
iza_test3_11february,7,complex,shape,0,9608,dist
iza_test3_11february,7,complex,shape,0,9848,dist
iza_test3_11february,7,complex,shape,0,10102,dist
iza_test3_11february,7,complex,shape,0,10339,dist
iza_test3_11february,7,complex,shape,0,10596,dist
iza_test3_11february,7,complex,shape,0,10890,dist
iza_test3_11february,7,complex,shape,0,10975,dist
iza_test3_11february,7,complex,shape,0,11066,dist
iza_test3_11february,7,complex,shape,0,11191,dist
iza_test3_11february,7,complex,shape,0,11303,dist
iza_test3_11february,7,complex,shape,0,11412,available_msgs
iza_test3_11february,7,complex,shape,0,11520,available_msgs
iza_test3_11february,7,complex,shape,0,11586,available_msgs
iza_test3_11february,7,complex,shape,0,11664,available_msgs
iza_test3_11february,7,complex,shape,0,11776,available_msgs
iza_test3_11february,7,complex,shape,0,11882,available_msgs
iza_test3_11february,7,complex,shape,0,11987,available_msgs
iza_test3_11february,7,complex,shape,0,12096,available_msgs
iza_test3_11february,7,complex,shape,0,12198,trgt
iza_test3_11february,7,complex,shape,0,12297,trgt
iza_test3_11february,7,complex,shape,0,12562,trgt
iza_test3_11february,8,simple,color,1,6885,sent_msg
iza_test3_11february,8,simple,color,1,7204,sent_msg
iza_test3_11february,8,simple,color,1,7506,sent_msg
iza_test3_11february,8,simple,color,1,7823,sent_msg
iza_test3_11february,8,simple,color,1,8136,sent_msg
iza_test3_11february,8,simple,color,1,8440,sent_msg
iza_test3_11february,8,simple,color,1,8745,trgt
iza_test3_11february,8,simple,color,1,9055,trgt
iza_test3_11february,8,simple,color,1,9364,trgt
iza_test3_11february,8,simple,color,1,9671,trgt
iza_test3_11february,8,simple,color,1,9971,trgt
iza_test3_11february,8,simple,color,1,10284,trgt
iza_test3_11february,8,simple,color,1,10603,trgt
iza_test3_11february,8,simple,color,1,10905,trgt
iza_test3_11february,8,simple,color,1,11265,trgt
iza_test3_11february,8,simple,color,1,11651,trgt
iza_test3_11february,8,simple,color,1,11982,trgt
iza_test3_11february,8,simple,color,1,12296,available_msgs
iza_test3_11february,8,simple,color,1,12602,available_msgs
iza_test3_11february,8,simple,color,1,12908,available_msgs
iza_test3_11february,9,simple,color,2,6884,sent_msg
iza_test3_11february,9,simple,color,2,7227,sent_msg
iza_test3_11february,9,simple,color,2,7556,sent_msg
iza_test3_11february,9,simple,color,2,7893,sent_msg
iza_test3_11february,9,simple,color,2,8227,sent_msg
iza_test3_11february,9,simple,color,2,8551,dist
iza_test3_11february,9,simple,color,2,8885,dist
iza_test3_11february,9,simple,color,2,9182,dist
iza_test3_11february,9,simple,color,2,9465,dist
iza_test3_11february,9,simple,color,2,9737,dist
iza_test3_11february,9,simple,color,2,10007,dist
iza_test3_11february,9,simple,color,2,10280,dist
iza_test3_11february,9,simple,color,2,10358,dist
iza_test3_11february,9,simple,color,2,10451,dist
iza_test3_11february,9,simple,color,2,10578,dist
iza_test3_11february,9,simple,color,2,10699,dist
iza_test3_11february,9,simple,color,2,10827,dist
iza_test3_11february,9,simple,color,2,10916,dist
iza_test3_11february,9,simple,color,2,11006,dist
iza_test3_11february,9,simple,color,2,11137,dist
iza_test3_11february,9,simple,color,2,11259,dist
iza_test3_11february,9,simple,color,2,11389,dist
iza_test3_11february,9,simple,color,2,11516,dist
iza_test3_11february,10,simple,color,2,6885,sent_msg
iza_test3_11february,10,simple,color,2,7187,sent_msg
iza_test3_11february,10,simple,color,2,7491,sent_msg
iza_test3_11february,10,simple,color,2,7896,sent_msg
iza_test3_11february,10,simple,color,2,8220,sent_msg
iza_test3_11february,10,simple,color,2,8522,comp
iza_test3_11february,10,simple,color,2,8822,comp
iza_test3_11february,10,simple,color,2,9255,comp
iza_test3_11february,10,simple,color,2,9592,comp
iza_test3_11february,10,simple,color,2,9904,comp
iza_test3_11february,10,simple,color,2,10210,comp
iza_test3_11february,10,simple,color,2,10517,comp
iza_test3_11february,10,simple,color,2,10817,comp
iza_test3_11february,10,simple,color,2,11117,comp
iza_test3_11february,10,simple,color,2,11424,comp
iza_test3_11february,10,simple,color,2,11723,comp
iza_test3_11february,11,unambiguous,shape,0,6883,sent_msg
iza_test3_11february,11,unambiguous,shape,0,7201,sent_msg
iza_test3_11february,11,unambiguous,shape,0,7520,sent_msg
iza_test3_11february,11,unambiguous,shape,0,7836,sent_msg
iza_test3_11february,11,unambiguous,shape,0,8148,sent_msg
iza_test3_11february,11,unambiguous,shape,0,8468,comp
iza_test3_11february,12,strategy_simple,color,1,6843,comp
iza_test3_11february,12,strategy_simple,color,1,6883,sent_msg
iza_test3_11february,12,strategy_simple,color,1,7201,sent_msg
iza_test3_11february,12,strategy_simple,color,1,7216,comp
iza_test3_11february,12,strategy_simple,color,1,7520,sent_msg
iza_test3_11february,12,strategy_simple,color,1,7541,trgt
iza_test3_11february,12,strategy_simple,color,1,7836,sent_msg
iza_test3_11february,12,strategy_simple,color,1,7851,trgt
iza_test3_11february,12,strategy_simple,color,1,8148,sent_msg
iza_test3_11february,12,strategy_simple,color,1,8168,sent_msg
iza_test3_11february,12,strategy_simple,color,1,8468,trgt
iza_test3_11february,12,strategy_simple,color,1,8475,sent_msg
iza_test3_11february,12,strategy_simple,color,1,8781,sent_msg
iza_test3_11february,12,strategy_simple,color,1,8789,comp
iza_test3_11february,12,strategy_simple,color,1,9092,sent_msg
iza_test3_11february,12,strategy_simple,color,1,9113,trgt
iza_test3_11february,12,strategy_simple,color,1,9400,sent_msg
