"","trial","start","end","x","y","mad.x","mad.y","peak.vx","peak.vy","dur","event"
"1",0,782,824,624.666666666667,682.5,15.8143999999999,8.64849999999997,27.5,13.5,42,"fixation"
"2",0,1020,1057,997,357.666666666667,0.494199999999972,4.94200000000001,24,10.8333333333333,37,"fixation"
"3",0,2848,2889,958.666666666667,736.166666666667,5.93040000000008,7.16590000000006,-7.66666666666669,-11.3333333333334,41,"fixation"
"4",0,2979,3033,1251.66666666667,801,20.2622000000001,0,-31.6666666666666,19.6666666666667,54,"fixation"
"5",0,3405,3444,1553.66666666667,966.166666666667,16.8028000000001,2.71809999999997,-28.5,10.8333333333334,39,"fixation"
"6",0,3618,3784,577.666666666667,826.666666666667,81.0487999999999,13.8376000000001,35,-13,166,"fixation"
"7",0,3858,3897,759.666666666667,756.666666666667,22.7332000000001,2.9652,-31,11.8333333333333,39,"fixation"
"8",0,4342,4454,640.333333333333,828.166666666667,31.3816999999999,20.5093000000001,24.3333333333333,20.6666666666667,112,"fixation"
"9",0,4584,4677,885,672.666666666667,76.1067999999999,2.47099999999994,44.8333333333333,21.5,93,"fixation"
"10",0,5553,5608,420,-201.333333333333,0.988400000000028,29.1578,-21.6666666666667,21.5,55,"fixation"
"11",0,6329,6365,-565.333333333333,295.333333333333,16.3086,7.90719999999997,-28.5,-12.3333333333333,36,"fixation"
"12",0,7801,7836,1049.33333333333,895.333333333333,3.45939999999989,5.43620000000003,-11.1666666666666,16.5,35,"fixation"
"13",0,7910,7947,857.5,824.833333333333,11.6137,5.68330000000006,18.3333333333333,6.66666666666669,37,"fixation"
"14",0,9353,9528,594.333333333333,136.333333333333,46.4547999999999,17.7912,33,-24,175,"fixation"
"15",0,9980,10017,1010.83333333333,127.5,22.9803,3.70650000000001,30,15,37,"fixation"
"16",0,10111,10147,1022.16666666667,287.333333333333,4.20070000000006,3.45939999999997,-11.3333333333334,-13.6666666666667,36,"fixation"
"17",0,10277,10352,1151.5,35.6666666666667,28.4165000000001,11.8608,27,14.1666666666667,75,"fixation"
"18",0,10785,10841,752,682.666666666667,10.3782,4.4478,14.1666666666667,-7.16666666666669,56,"fixation"
