"","trial","start","end","x","y","mad.x","mad.y","peak.vx","peak.vy","dur","event"
"1",0,524,653,728.166666666667,371.333333333333,10.6252999999999,2.9652,-11,10.5,129,"fixation"
"2",0,1403,2001,962.333333333333,564,14.826,34.5939999999999,-19.3333333333333,13.6666666666667,598,"fixation"
"3",0,2536,2734,340.333333333333,446.666666666667,0,0.988399999999944,5.83333333333334,-5.83333333333331,198,"fixation"
"4",0,3353,3477,898.333333333333,483.666666666667,5.43620000000011,5.43619999999999,-12.3333333333334,-11.6666666666667,124,"fixation"
"5",0,3931,4164,977.166666666667,481.5,28.9107,0.24710000000007,-23.3333333333333,7.16666666666669,233,"fixation"
"6",0,4817,5017,633,396,2.47099999999994,6.42459999999997,-16.8333333333334,4.5,200,"fixation"
"7",0,5343,5469,819.166666666667,498.666666666667,0.247100000000028,4.94200000000006,-15.8333333333333,-9.5,126,"fixation"
"8",0,6933,7267,588.333333333333,389,12.8491999999999,1.4826,-13.3333333333333,4.16666666666669,334,"fixation"
"9",0,7783,7917,831,545.833333333333,14.826,0.247100000000028,-22.1666666666667,-3.33333333333337,134,"fixation"
"10",0,9566,10019,1097.33333333333,492.333333333333,52.3851999999999,8.40140000000003,31.3333333333334,-12.6666666666667,453,"fixation"
"11",0,10332,10525,1234,512,2.47100000000011,2.9652,-22.6666666666666,-4,193,"fixation"
"12",0,10653,11385,1143.33333333333,544.333333333333,18.2853999999999,14.3318000000001,27.6666666666667,-8.66666666666669,732,"fixation"
"13",0,11899,12035,1114.16666666667,403,0.247099999999944,0.494200000000014,9.16666666666674,-5,136,"fixation"
"14",0,12151,12610,1058.33333333333,443,5.43620000000011,3.45940000000006,9.16666666666674,-12.1666666666667,459,"fixation"
"15",0,12919,13177,1180.5,504,10.6253000000001,10.1311,14.5,-11.5,258,"fixation"
"16",0,13583,13851,1440.83333333333,561.666666666667,23.4745000000001,5.9304,18.8333333333333,6.83333333333331,268,"fixation"
"17",0,14283,14550,1289.16666666667,476.333333333333,16.0615000000002,5.18910000000004,18,-4.66666666666669,267,"fixation"
"18",0,15505,15700,847.333333333333,576,14.3318000000001,2.47099999999994,-15.6666666666667,-9.5,195,"fixation"
"19",0,16234,16369,790,718.333333333333,5.43619999999994,2.47100000000003,-16,-8.83333333333337,135,"fixation"
"20",0,17484,17999,1046,521.833333333333,23.9687000000001,18.7795999999999,22.3333333333334,7.66666666666666,515,"fixation"
"21",0,18134,18330,1002,545,2.47100000000011,4.4478,-8.5,11.1666666666667,196,"fixation"
