"","trial","start","end","x","y","mad.x","mad.y","peak.vx","peak.vy","dur","event"
"1",0,2201,3134,99.1666666666667,483.833333333333,17.297,19.2738,-16.5,-11,933,"fixation"
"2",0,4318,4517,324,509.333333333333,0.988399999999944,4.94199999999997,9.5,10.3333333333333,199,"fixation"
"3",0,4950,5617,473.666666666667,493.666666666667,14.826,6.91880000000003,-20.5,-9.66666666666666,667,"fixation"
"4",0,5717,6501,488,462,26.6867999999999,13.3434,-22,5.5,784,"fixation"
"5",0,6650,6900,629,451.333333333333,1.97679999999989,6.42459999999997,-22,-12.1666666666667,250,"fixation"
"6",0,7451,7818,858.666666666667,442.333333333333,8.40139999999994,2.47100000000003,-13.5,11.3333333333334,367,"fixation"
"7",0,8583,8683,790.333333333333,374,1.97680000000006,1.97680000000001,-2.16666666666669,-6.83333333333334,100,"fixation"
"8",0,8850,9200,772.666666666667,440,3.45940000000006,6.91879999999994,18.5,-7.66666666666669,350,"fixation"
"9",0,9666,9767,192.166666666667,525.666666666667,5.1891,0.988399999999944,17.3333333333333,7.16666666666669,101,"fixation"
"10",0,11483,11917,451.333333333333,444.166666666667,2.47099999999994,8.8956,-22.1666666666667,9.33333333333334,434,"fixation"
"11",0,15267,15533,816,477.666666666667,14.3318000000001,4.94199999999997,-19.3333333333333,5.33333333333334,266,"fixation"
"12",0,15783,15883,916.333333333333,413,11.3666,11.3666,14.8333333333334,8.66666666666669,100,"fixation"
"13",0,16084,16184,923.166666666667,494.666666666667,9.6369,4.94200000000001,-13.6666666666667,5.00000000000003,100,"fixation"
"14",0,17217,17417,72.6666666666667,648,5.93039999999999,8.40140000000003,-18,-9,200,"fixation"
"15",0,18466,18751,402.333333333333,655.333333333333,16.3086,9.88399999999994,23.1666666666667,-19.3333333333333,285,"fixation"
"16",0,19083,19318,343.5,584.333333333333,23.7216,3.7065,18.6666666666667,9,235,"fixation"
"17",0,19600,19700,249.833333333333,628.5,4.69490000000003,4.69490000000003,10.5,-10.6666666666667,100,"fixation"
"18",0,20534,20717,512.666666666667,638,7.413,6.42459999999989,17.3333333333333,-9.83333333333331,183,"fixation"
"19",0,20817,20967,420,627,12.3550000000001,6.42459999999989,15.6666666666666,7.5,150,"fixation"
"20",0,21133,21667,448.333333333333,544.666666666667,14.8260000000001,12.3550000000001,-13.5,9.33333333333331,534,"fixation"
"21",0,24267,24383,823.166666666667,569.833333333333,11.6137000000001,1.72970000000003,19.6666666666667,-5.33333333333337,116,"fixation"
"22",0,24483,24684,806.833333333333,535.5,11.6137,11.6137000000001,-12.1666666666667,-10.3333333333333,201,"fixation"
"23",0,25333,25433,805.833333333333,661.833333333333,5.68329999999997,2.2239,16.3333333333334,7.66666666666663,100,"fixation"
"24",0,25800,25950,934.666666666667,603,1.4826,4.4478,3,-7.33333333333337,150,"fixation"
"25",0,27034,27249,993.666666666667,429.666666666667,6.42460000000006,3.7065,-11.9999999999999,12.6666666666667,215,"fixation"
"26",0,27984,28383,1072.16666666667,376.833333333333,18.2854000000001,11.8608,20.1666666666666,-11.1666666666666,399,"fixation"
"27",0,28851,28985,1272.66666666667,501.333333333333,2.47099999999994,0,-12.6666666666666,-3.16666666666669,134,"fixation"
"28",0,30200,30403,1285.33333333333,368.333333333333,2.47100000000011,5.9304,-21.3333333333334,10.6666666666667,203,"fixation"
"29",0,31032,31434,1385.5,510.333333333333,15.0731000000001,1.72970000000003,20.6666666666667,6.83333333333331,402,"fixation"
"30",0,31632,31770,1459,457,3.45940000000006,1.97680000000001,9.33333333333326,7.83333333333331,138,"fixation"
"31",0,31901,32316,1423.16666666667,474,8.40139999999994,21.7448,7.5,12.5,415,"fixation"
"32",0,32649,32849,1333.33333333333,386.333333333333,8.40140000000011,9.38979999999997,-12.8333333333334,11.5,200,"fixation"
"33",0,34466,34599,972.833333333333,286.166666666667,0.7413,3.21229999999999,8.16666666666663,7.83333333333334,133,"fixation"
"34",0,34732,34934,916,247.666666666667,25.2041999999998,0.494200000000014,18.4999999999999,-8.66666666666666,202,"fixation"
"35",0,39382,39582,599.333333333333,474.333333333333,0.988399999999944,0,-15.3333333333334,3.66666666666666,200,"fixation"
"36",0,39783,39915,697.833333333333,447,0.7413,3.95359999999999,-5.66666666666663,-6.16666666666666,132,"fixation"
"37",0,40166,40632,828.333333333333,479.666666666667,10.8724000000001,12.355,-15,8.16666666666669,466,"fixation"
"38",0,40833,41034,836.666666666667,409,10.3781999999998,1.4826,17,5.16666666666666,201,"fixation"
"39",0,42100,42366,1149.83333333333,380.833333333333,11.8608,2.71809999999997,21,8,266,"fixation"
"40",0,45032,45432,824.833333333333,464.666666666667,4.94200000000006,19.2738,22.3333333333334,11.6666666666667,400,"fixation"
"41",0,45832,46082,885.333333333333,608.666666666667,10.3782000000001,3.45940000000006,-15,-6.5,250,"fixation"
"42",0,46483,47016,883.666666666667,492.833333333333,7.90720000000006,20.0151,8.49999999999994,-8.83333333333334,533,"fixation"
"43",0,47148,47266,904.833333333333,551.166666666667,6.17750000000003,0.247099999999944,15.1666666666667,-5.5,118,"fixation"
"44",0,47598,47866,879.166666666667,446.166666666667,13.0963,4.20070000000001,-10.0000000000001,-10.8333333333333,268,"fixation"
"45",0,48066,48199,869,509.333333333333,1.48259999999992,1.97679999999997,-10.3333333333333,-4.33333333333331,133,"fixation"
"46",0,49116,49516,947.666666666667,489.166666666667,29.4049000000001,11.6137,19,-9.5,400,"fixation"
"47",0,49765,50299,987,556.666666666667,21.9919,7.413,-18.3333333333334,12.3333333333333,534,"fixation"
"49",0,50699,50899,1054.33333333333,524,1.4826,1.4826,-15.3333333333334,-2.66666666666669,200,"fixation"
"50",0,51167,51366,956,546,6.42459999999989,0,10.8333333333334,-14.6666666666666,199,"fixation"
"51",0,51699,51832,953.666666666667,487.5,0.494200000000056,5.68330000000001,-1.5,-7.5,133,"fixation"
"52",0,51965,52432,921.666666666667,525,23.7215999999998,9.88399999999994,16.1666666666667,-11.3333333333333,467,"fixation"
"53",0,52698,52899,958.333333333333,515,21.7448000000001,1.97679999999989,-26.1666666666667,-5,201,"fixation"
"54",0,53166,53432,1021.33333333333,589.333333333333,4.20070000000006,8.64850000000006,18.8333333333333,9.66666666666663,266,"fixation"
"55",0,53832,53949,754.166666666667,672.166666666667,0.247099999999944,0.7413,-13.5,3.83333333333331,117,"fixation"
"56",0,54149,54350,869,693.666666666667,8.8956,0,-18.0000000000001,-6.5,201,"fixation"
"57",0,54616,55148,709.333333333333,702,10.8724,19.768,-11.3333333333333,11.3333333333333,532,"fixation"
"59",0,64349,64548,1030.33333333333,509.666666666667,1.97679999999989,1.97679999999997,12.3333333333333,-8.16666666666669,199,"fixation"
"60",0,64749,64885,945.166666666667,569.166666666667,0.741299999999916,4.20070000000006,11.4999999999999,10.8333333333334,136,"fixation"
"61",0,65149,65482,1053.66666666667,513,37.5592000000002,4.94200000000006,21.1666666666667,5.66666666666663,333,"fixation"
"62",0,68600,68932,1001,562.666666666667,18.2853999999999,4.94200000000006,17,-11,332,"fixation"
"63",0,69065,69198,944.833333333333,536.5,6.6717,3.21230000000003,-17,-5.83333333333337,133,"fixation"
